S/N,Original_Agency,Department,Original_Job_Title,Task_Line,AI_Integration_Probability_Percent,AI_Integration_Skill_Level,AI_Integration_Reasoning,Tool_1,Tool_2,Tool_3,Tool_1_Similarity,Tool_2_Similarity,Tool_3_Similarity,Tool_1_Desc,Tool_2_Desc,Tool_3_Desc,Subtask_1,Subtask_2,Subtask_3,LLM_Confidence_Score
5,Land Transport Authority,Engineering,"[LTA-RSE] ASSISTANT ENGINEER, ROLLING STOCK AND DEPOT ENGINEERING","You will have the opportunities to work on developing technical specifications, reviewing design submission from contractors and explore engineering initiative to improve reliability, operation and maintenance of the rolling stock and depot equipment.",50,Medium,"AI can support tasks like drafting technical specifications, analyzing design submissions, and suggesting improvements based on data, but human expertise is essential for final decisions.",SENSE,Pair,READ,0.377089327,0.365794983,0.353869927,An AI data assistant that enables non-technical users to analyse datasets easily.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI-powered solution that streamlines document handling and verification.,Develop detailed technical specifications for rolling stock and depot equipment to ensure compliance with operational requirements.,Review and evaluate design submissions from contractors to ensure alignment with project objectives and standards.,"Identify and implement engineering initiatives to enhance reliability, operation, and maintenance of rolling stock and depot equipment.",0.8
5,Land Transport Authority,Engineering,"[LTA-RSE] ASSISTANT ENGINEER, ROLLING STOCK AND DEPOT ENGINEERING","Providing administrative support including managing correspondences, arranging meetings, and writing minutes, etc.",70,High,"AI tools can automate administrative tasks such as scheduling, drafting correspondences, and summarizing meeting minutes with high efficiency.",READ,Pair,AISAY,0.504654591,0.502483594,0.486219322,An AI-powered solution that streamlines document handling and verification.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,"An AI document reader that autonomously detects, extracts, and integrates information from various documents into systems.",Manage and respond to correspondences in a timely and professional manner.,"Coordinate and schedule meetings, ensuring all logistical arrangements are in place.","Draft and finalize meeting minutes, ensuring accuracy and clarity.",0.8
5,Land Transport Authority,Engineering,"[LTA-RSE] ASSISTANT ENGINEER, ROLLING STOCK AND DEPOT ENGINEERING","You will also be working closely with cross functional teams from different disciplines within LTA, as well as with Railway Operators and contractors to provide support to project teams at various stages.",30,Medium,"AI can facilitate communication and project tracking across teams, but human interaction and coordination remain critical.",Pair,MAESTRO,AIBots,0.419342096,0.349529231,0.341633038,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,A platform that allows users to quickly and easily create RAG-powered AI chatbots.,Coordinate with cross-functional teams to ensure alignment on project objectives and deliverables.,"Facilitate communication and collaboration between Railway Operators, contractors, and project teams.",Provide operational and administrative support to project teams during various project stages.,0.8
6,Land Transport Authority,"InfoComm, Technology, New Media Communications",[LTA-ITCD] SENIOR / EXECUTIVE CYBERSECURITY ENGINEER,"Knowledge in Information Technology, Engineering, or related discipline.",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
6,Land Transport Authority,"InfoComm, Technology, New Media Communications",[LTA-ITCD] SENIOR / EXECUTIVE CYBERSECURITY ENGINEER,At least 3 years of hands-on experience in cybersecurity design and implementation for Operational Technology (OT) systems.,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
6,Land Transport Authority,"InfoComm, Technology, New Media Communications",[LTA-ITCD] SENIOR / EXECUTIVE CYBERSECURITY ENGINEER,"Possess one or more professional certifications in cybersecurity (CISA, CISM, CISSP, CRISC, or equivalent).",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
6,Land Transport Authority,"InfoComm, Technology, New Media Communications",[LTA-ITCD] SENIOR / EXECUTIVE CYBERSECURITY ENGINEER,"Demonstrated expertise in cybersecurity risk management, vulnerability assessment, penetration testing, and compliance frameworks.",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
6,Land Transport Authority,"InfoComm, Technology, New Media Communications",[LTA-ITCD] SENIOR / EXECUTIVE CYBERSECURITY ENGINEER,"Good knowledge of industry standards including CSA's Cybersecurity Code of Practice, IEC 62443, and TS 50701.",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
6,Land Transport Authority,"InfoComm, Technology, New Media Communications",[LTA-ITCD] SENIOR / EXECUTIVE CYBERSECURITY ENGINEER,"Practical experience in network security, application security, system security, wireless communications, IoT security, or engineering environments.",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
6,Land Transport Authority,"InfoComm, Technology, New Media Communications",[LTA-ITCD] SENIOR / EXECUTIVE CYBERSECURITY ENGINEER,Strong problem-solving and troubleshooting skills.,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
6,Land Transport Authority,"InfoComm, Technology, New Media Communications",[LTA-ITCD] SENIOR / EXECUTIVE CYBERSECURITY ENGINEER,"Excellent written, verbal communication and presentation skills.",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
6,Land Transport Authority,"InfoComm, Technology, New Media Communications",[LTA-ITCD] SENIOR / EXECUTIVE CYBERSECURITY ENGINEER,Singapore citizenship required.,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
6,Land Transport Authority,"InfoComm, Technology, New Media Communications",[LTA-ITCD] SENIOR / EXECUTIVE CYBERSECURITY ENGINEER,Candidates with more experience might be considered for senior position.,0,NA,This is not a task,,,,,,,,,,,,,0.9
6,Land Transport Authority,"InfoComm, Technology, New Media Communications",[LTA-ITCD] SENIOR / EXECUTIVE CYBERSECURITY ENGINEER,"Experience leveraging smart technologies such as GenAI, RPA, and data analytics to enhance cybersecurity processes.",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
6,Land Transport Authority,"InfoComm, Technology, New Media Communications",[LTA-ITCD] SENIOR / EXECUTIVE CYBERSECURITY ENGINEER,Advanced certifications or specialisations in OT/ICS security.,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
6,Land Transport Authority,"InfoComm, Technology, New Media Communications",[LTA-ITCD] SENIOR / EXECUTIVE CYBERSECURITY ENGINEER,Experience with transport or critical infrastructure cybersecurity.,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
6,Land Transport Authority,"InfoComm, Technology, New Media Communications",[LTA-ITCD] SENIOR / EXECUTIVE CYBERSECURITY ENGINEER,"As part of the shortlisting process for the role, you may be required to complete a medical declaration and / or undergo further assessment.",0,NA,This is not a task,,,,,,,,,,,,,0.9
6,Land Transport Authority,"InfoComm, Technology, New Media Communications",[LTA-ITCD] SENIOR / EXECUTIVE CYBERSECURITY ENGINEER,"Develop and incorporate project specific cybersecurity specifications & industry best practices, and ensure alignment to assess cybersecurity risks, requirements, and prevailing cybersecurity policies & standards.",40,Medium,"AI can assist in drafting specifications and aligning them with industry standards, but human oversight is required for accuracy and context-specific adjustments.",MAESTRO,SENSE,READ,0.347180048,0.339969574,0.332132597,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,An AI data assistant that enables non-technical users to analyse datasets easily.,An AI-powered solution that streamlines document handling and verification.,Identify and analyze project-specific cybersecurity requirements and industry best practices relevant to the project scope.,"Develop detailed cybersecurity specifications that align with prevailing policies, standards, and risk assessment outcomes.",Integrate the developed specifications into the project framework and ensure compliance through regular reviews and updates.,0.9
6,Land Transport Authority,"InfoComm, Technology, New Media Communications",[LTA-ITCD] SENIOR / EXECUTIVE CYBERSECURITY ENGINEER,Enhancing existing cybersecurity baseline process and workflow to facilitate incorporating security-by-design concepts into project lifecycle.,50,Medium,"AI can optimize workflows and suggest improvements for security-by-design concepts, but human expertise is needed for implementation and validation.",MAESTRO,READ,Pair,0.423606581,0.380797979,0.356994781,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,An AI-powered solution that streamlines document handling and verification.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,Review and analyze the current cybersecurity baseline process and workflow to identify gaps and areas for improvement.,Develop and integrate security-by-design principles into the updated process and workflow to align with project lifecycle stages.,Collaborate with stakeholders to validate and refine the enhanced process and ensure alignment with organizational security standards.,0.9
